sequence,variable,value
679,param_351,0.0796
680,param_351,0.0211
681,param_351,0.0406
682,param_351,0.0332
683,param_351,0.0142
684,param_351,0.0781
685,param_351,0.0102
686,param_351,0.0297
687,param_351,0.0209
688,param_351,0.0417
689,param_351,0.0426
690,param_351,0.0206
691,param_351,0.0363
692,param_351,0.0196
693,param_351,0.0303
694,param_351,0.0108
695,param_351,0.0573
696,param_351,0.0394
697,param_351,0.0499
698,param_351,0.0273
699,param_351,0.002
700,param_351,0.0136
701,param_351,0.0323
702,param_351,0.0166
703,param_351,0.0928
704,param_351,0.0419
705,param_351,0.0245
706,param_351,0.0461
707,param_351,0.0144
708,param_351,0.0184
709,param_351,0.0239
710,param_351,0.0177
711,param_351,0.0062
712,param_351,0.0361
713,param_351,0.0387
714,param_351,0.0089
715,param_351,0.0302
716,param_351,0.0108
717,param_351,0.0211
718,param_351,0.028
719,param_351,0.0086
720,param_351,0.0089
721,param_351,0.0336
722,param_351,0.0107
723,param_351,0.0337
724,param_351,0.0303
725,param_351,0.0299
726,param_351,0.0333
727,param_351,0.0343
728,param_351,0.0097
729,param_351,0.0133
730,param_351,0.004
731,param_351,0.0119
732,param_351,0.0072
733,param_351,0.0327
734,param_351,0.0193
735,param_351,0.0373
736,param_351,0.0333
737,param_351,0.0313
738,param_351,0.029
739,param_351,0.0421
740,param_351,0.0195
741,param_351,0.036
742,param_351,0.0287
743,param_351,0.0233
744,param_351,0.0143
745,param_351,0.0274
746,param_351,0.0308
747,param_351,0.0285
748,param_351,0.033
749,param_351,0.0111
750,param_351,0.0326
751,param_351,0.016
752,param_351,0.0221
753,param_351,0.0179
754,param_351,0.0339
755,param_351,0.0133
756,param_351,0.0409
757,param_351,0.013
758,param_351,0.0311
759,param_351,0.0234
760,param_351,0.0254
761,param_351,0.0084
762,param_351,0.0183
763,param_351,0.0422
764,param_351,0.0022
765,param_351,0.0173
766,param_351,0.0285
767,param_351,0.0284
768,param_351,0.0415
769,param_351,0.0098
770,param_351,0.0282
771,param_351,0.0514
772,param_351,0.0138
773,param_351,0.0099
774,param_351,0.0188
775,param_351,0.0271
776,param_351,0.0204
777,param_351,0.0162
778,param_351,0.0125
779,param_351,0.0067
780,param_351,0.0064
781,param_351,0.0186
782,param_351,0.039
783,param_351,0.0165
784,param_351,0.024
785,param_351,0.0057
786,param_351,0.0366
787,param_351,0.0281
788,param_351,0.0095
789,param_351,0.0187
790,param_351,0.0104
791,param_351,0.0095
792,param_351,0.0112
793,param_351,0.019
794,param_351,0.0264
795,param_351,0.0113
796,param_351,0.018
797,param_351,0.0125
798,param_351,0.0206
799,param_351,0.018
800,param_351,0.0099
801,param_351,0.0325
802,param_351,0.0214
803,param_351,0.0166
804,param_351,0.0146
805,param_351,0.01
806,param_351,0.0238
807,param_351,0.0146
808,param_351,0.009
809,param_351,0.0166
810,param_351,0.0135
811,param_351,0.0094
812,param_351,0.0145
813,param_351,0.0275
814,param_351,0.0137
815,param_351,0.014
816,param_351,0.0116
817,param_351,0.0255
818,param_351,0.0106
819,param_351,0.0039
820,param_351,0.0349
821,param_351,0.01
822,param_351,0.0079
823,param_351,0.0086
824,param_351,0.0137
825,param_351,0.0122
826,param_351,0.0519
827,param_351,0.0136
828,param_351,0.0178
829,param_351,0.015
830,param_351,0.0146
831,param_351,0.0166
832,param_351,0.0199
833,param_351,0.0167
834,param_351,0.0399
835,param_351,0.0139
836,param_351,0.0394
1248,param_342,0.0
1249,param_342,0.0
1250,param_342,0.0
1251,param_342,0.0
1252,param_342,0.0
1253,param_342,0.0
1254,param_342,0.0
1255,param_342,0.0
1256,param_342,0.0
1257,param_342,0.0
1258,param_342,0.0
1259,param_342,0.0
1260,param_342,0.0
1261,param_342,0.0
1262,param_342,0.0
1263,param_342,0.0
1264,param_342,0.0
1265,param_342,0.0
1266,param_342,0.0
1267,param_342,0.0
1268,param_342,0.0
1269,param_342,0.0
1270,param_342,0.0
1271,param_342,0.0
1272,param_342,0.0
1273,param_342,0.0
1274,param_342,0.0
1275,param_342,0.0
1276,param_342,0.0
1277,param_342,0.0
1278,param_342,0.0
1279,param_342,0.0
1280,param_342,0.0
1281,param_342,0.0
1282,param_342,0.0
1283,param_342,0.0
1284,param_342,0.0
1285,param_342,0.0
1286,param_342,0.0
1287,param_342,0.0
1288,param_342,0.0
1289,param_342,0.0
1290,param_342,0.0
1291,param_342,0.0
1292,param_342,0.0
1293,param_342,0.0
1294,param_342,0.0
1295,param_342,0.0
1296,param_342,0.0
1297,param_342,0.0
1298,param_342,0.0
1299,param_342,0.0
1300,param_342,0.0
1301,param_342,0.0
1302,param_342,0.0
1303,param_342,0.0
1304,param_342,0.0
1305,param_342,0.0
1306,param_342,0.0
1307,param_342,0.0
1308,param_342,0.0
1309,param_342,0.0
1310,param_342,0.0
1311,param_342,0.0
1312,param_342,0.0
1313,param_342,0.0
1314,param_342,0.0
1315,param_342,0.0
1316,param_342,0.0
1317,param_342,0.0
1318,param_342,0.0
1319,param_342,0.0
1320,param_342,0.0
1321,param_342,0.0
1322,param_342,0.0
1323,param_342,0.0
1324,param_342,0.0
1325,param_342,0.0
1326,param_342,0.0
1327,param_342,0.0
1328,param_342,0.0
1329,param_342,0.0
1330,param_342,0.0
1331,param_342,0.0
1332,param_342,0.0
1333,param_342,0.0
1334,param_342,0.0
1335,param_342,0.0
1336,param_342,0.0
1337,param_342,0.0
1338,param_342,0.0
1339,param_342,0.0
1340,param_342,0.0
1341,param_342,0.0
1342,param_342,0.0
1343,param_342,0.0
1344,param_342,0.0
1345,param_342,0.0
1346,param_342,0.0
1347,param_342,0.0
1348,param_342,0.0
1349,param_342,0.0
1350,param_342,0.0
1351,param_342,0.0
1352,param_342,0.0
1353,param_342,0.0
1354,param_342,0.0
1355,param_342,0.0
1356,param_342,0.0
1357,param_342,0.0
1358,param_342,0.0
1359,param_342,0.0
1360,param_342,0.0
1361,param_342,0.0
1362,param_342,0.0
1363,param_342,0.0
1364,param_342,0.0
1365,param_342,0.0
1366,param_342,0.0
1367,param_342,0.0
1368,param_342,0.0
1369,param_342,0.0
1370,param_342,0.0
1371,param_342,0.0
1372,param_342,0.0
1373,param_342,0.0
1374,param_342,0.0
1375,param_342,0.0
1376,param_342,0.0
1377,param_342,0.0
1378,param_342,0.0
1379,param_342,0.0
1380,param_342,0.0
1381,param_342,0.0
1382,param_342,0.0
1383,param_342,0.0
1384,param_342,0.0
1385,param_342,0.0
1386,param_342,0.0
1387,param_342,0.0
1388,param_342,0.0
1389,param_342,0.0
1390,param_342,0.0
1391,param_342,0.0
1392,param_342,0.0
1393,param_342,0.0
1394,param_342,0.0
1395,param_342,0.0
1396,param_342,0.0
1397,param_342,0.0
1398,param_342,0.0
1399,param_342,0.0
1400,param_342,0.0
1401,param_342,0.0
1402,param_342,0.0
1403,param_342,0.0
1404,param_342,0.0
1405,param_342,0.0
1406,param_342,0.0
1407,param_342,0.0
1408,param_342,0.0
1409,param_342,0.0
1410,param_342,0.0
1411,param_342,0.0
1412,param_342,0.0
1413,param_342,0.0
1414,param_342,0.0
1415,param_342,0.0
1416,param_342,0.0
1417,param_342,0.0
1418,param_342,0.0
1419,param_342,0.0
1420,param_342,0.0
1421,param_342,0.0
1422,param_342,0.0
1423,param_342,0.0
1424,param_342,0.0
1425,param_342,0.0
1426,param_342,0.0
1427,param_342,0.0
1428,param_342,0.0
1429,param_342,0.0
1430,param_342,0.0
1431,param_342,0.0
1432,param_342,0.0
1433,param_342,0.0
1434,param_342,0.0
1435,param_342,0.0
1436,param_342,0.0
1437,param_342,0.0
1438,param_342,0.0
1439,param_342,0.0
1440,param_342,0.0
1441,param_342,0.0
1442,param_342,0.0
1443,param_342,0.0
1444,param_342,0.0
1445,param_342,0.0
1446,param_342,0.0
1447,param_342,0.0
1448,param_342,0.0
1449,param_342,0.0
1450,param_342,0.0
1451,param_342,0.0
1452,param_342,0.0
1453,param_342,0.0
1454,param_342,0.0
1455,param_342,0.0
1456,param_342,0.0
1457,param_342,0.0
1458,param_342,0.4472
1459,param_342,0.0
1460,param_342,0.0
1461,param_342,0.0
1462,param_342,0.0
1463,param_342,0.0
1464,param_342,0.0
1465,param_342,0.0
1466,param_342,0.0
1467,param_342,0.0
1468,param_342,0.0
1469,param_342,0.0
1470,param_342,0.0
1471,param_342,0.0
1472,param_342,0.0
1473,param_342,0.0
1474,param_342,0.0
1475,param_342,0.0
1476,param_342,0.0
1477,param_342,0.0
1478,param_342,0.0
1479,param_342,0.0
1480,param_342,0.0
1481,param_342,0.0
1482,param_342,0.0
1483,param_342,0.0
1484,param_342,0.0
1485,param_342,0.0
1486,param_342,0.0
1487,param_342,0.0
1488,param_342,0.0
1489,param_342,0.0
1490,param_342,0.0
1491,param_342,0.0
1492,param_342,0.0
1493,param_342,0.0
1494,param_342,0.0
1495,param_342,0.0
1496,param_342,0.0
1497,param_342,0.0
1498,param_342,0.0
1499,param_342,0.0
1500,param_342,0.0
1501,param_342,0.0
1502,param_342,0.0
1503,param_342,0.0
1504,param_342,0.0
1505,param_342,0.0
1506,param_342,0.0
1507,param_342,0.0
1508,param_342,0.0
1509,param_342,0.0
1510,param_342,0.0
1511,param_342,0.0
1512,param_342,0.0
1513,param_342,0.0
1514,param_342,0.0
1515,param_342,0.0
1516,param_342,0.0
1517,param_342,0.0
1518,param_342,0.0
1519,param_342,0.0
1520,param_342,0.0
1521,param_342,0.0
1522,param_342,0.0
1523,param_342,0.0
1524,param_342,0.0
1525,param_342,0.0
1526,param_342,0.0
1527,param_342,0.0
1528,param_342,0.0
1529,param_342,0.0
1530,param_342,0.0
1531,param_342,0.0
1532,param_342,0.0
1533,param_342,0.0
1534,param_342,0.0
1535,param_342,0.0
1536,param_342,0.0
1537,param_342,0.0
1538,param_342,0.0
1539,param_342,0.0
1540,param_342,0.0
1541,param_342,0.0
1542,param_342,0.0
1543,param_342,0.0
1544,param_342,0.0
1545,param_342,0.0
1546,param_342,0.0
1547,param_342,0.0
1548,param_342,0.0
1549,param_342,0.0
1550,param_342,0.0
1551,param_342,0.0
1552,param_342,0.0
1553,param_342,0.0
1554,param_342,0.0
1555,param_342,0.0
1556,param_342,0.0
1557,param_342,0.0
1558,param_342,0.0
1559,param_342,0.0
1560,param_342,0.0
1561,param_342,0.0
1562,param_342,0.0
1563,param_342,0.0
1564,param_342,0.0
1565,param_342,0.0
1566,param_342,0.0
0,param_343,2.9971
1,param_343,2.489
2,param_343,5.6983
3,param_343,6.3292
4,param_343,6.3767
5,param_343,9.5854
6,param_343,3.7205
7,param_343,8.0261
8,param_343,7.1398
9,param_343,7.2497
10,param_343,5.6977
11,param_343,9.1103
12,param_343,5.4477
13,param_343,3.6761
14,param_343,4.6812
15,param_343,3.3325
16,param_343,4.8309
17,param_343,4.1877
18,param_343,6.1389
19,param_343,6.2452
20,param_343,7.074
21,param_343,6.4946
22,param_343,5.5407
23,param_343,5.0807
1241,param_338,3.1885
1242,param_338,3.216
1243,param_338,2.2934
1244,param_338,3.0833
1245,param_338,4.1003
1246,param_338,3.133
1247,param_338,1.8262
1248,param_338,3.172
1249,param_338,6.3557
1250,param_338,3.2013
1251,param_338,4.0041
1252,param_338,2.9079
1253,param_338,2.7804
1254,param_338,4.7486
1255,param_338,5.5902
1256,param_338,3.4289
1257,param_338,6.3908
1258,param_338,2.7836
1259,param_338,1.5888
1260,param_338,1.9111
1261,param_338,5.7464
1262,param_338,4.4732
1263,param_338,4.2654
1264,param_338,2.1083
1265,param_338,3.7752
1266,param_338,5.462
1267,param_338,2.7635
1268,param_338,3.2814
1269,param_338,2.1816
1270,param_338,3.3225
1271,param_338,1.7515
1272,param_338,2.65
1273,param_338,1.4674
1274,param_338,3.1756
1275,param_338,4.2714
1276,param_338,3.9371
1277,param_338,3.6154
1278,param_338,3.976
1279,param_338,9.035
1280,param_338,3.3535
1281,param_338,3.7581
1282,param_338,2.8356
1283,param_338,3.8048
1284,param_338,4.3353
1285,param_338,4.0796
1286,param_338,1.8421
1287,param_338,1.3954
1288,param_338,1.9884
1289,param_338,6.5246
1290,param_338,1.4643
1291,param_338,1.314
1292,param_338,3.7615
1293,param_338,3.9
1294,param_338,4.0346
1295,param_338,1.775
1296,param_338,2.7996
1297,param_338,1.6782
1298,param_338,4.1762
1299,param_338,3.2372
1300,param_338,4.2396
1301,param_338,2.7615
1302,param_338,4.782
1303,param_338,4.9023
1304,param_338,3.7136
1305,param_338,2.504
1306,param_338,2.182
1307,param_338,4.2601
1308,param_338,3.3855
1309,param_338,2.7483
1310,param_338,2.0093
1311,param_338,3.5083
1312,param_338,3.0959
1313,param_338,4.3469
1314,param_338,1.8995
1315,param_338,3.9972
1316,param_338,3.3218
1317,param_338,3.1768
1318,param_338,3.1423
1319,param_338,1.9786
1320,param_338,4.5113
1321,param_338,2.2701
1322,param_338,1.7902
1323,param_338,2.9992
1324,param_338,1.9713
1325,param_338,2.7807
1326,param_338,3.3399
1327,param_338,2.6055
1328,param_338,1.9573
1329,param_338,2.9944
1330,param_338,1.6992
1331,param_338,1.6446
1332,param_338,3.6933
1333,param_338,1.6504
1334,param_338,2.3211
1335,param_338,2.4169
1336,param_338,2.124
1337,param_338,3.126
1338,param_338,3.6911
1339,param_338,5.0979
1340,param_338,3.4296
1341,param_338,4.9768
1342,param_338,3.5745
1343,param_338,3.99
1344,param_338,3.7084
1345,param_338,3.3435
1346,param_338,5.6579
1347,param_338,2.2442
1348,param_338,1.6693
1349,param_338,2.5752
1350,param_338,1.6327
1351,param_338,2.7444
1352,param_338,1.3028
1353,param_338,3.3017
1354,param_338,4.0199
1355,param_338,1.9323
1356,param_338,3.3908
1357,param_338,1.4927
1358,param_338,4.3819
1359,param_338,3.4907
1360,param_338,4.242
1361,param_338,3.3208
1362,param_338,2.7136
1363,param_338,3.532
1364,param_338,3.3037
1365,param_338,5.048
1366,param_338,2.0594
1367,param_338,2.8088
1368,param_338,1.807
1369,param_338,3.5405
1370,param_338,3.6635
1371,param_338,1.7552
1372,param_338,1.8065
1373,param_338,1.4373
1374,param_338,5.2689
1375,param_338,1.279
1376,param_338,2.0609
1377,param_338,3.1164
1378,param_338,3.6555
1379,param_338,4.0095
1380,param_338,3.2874
1381,param_338,2.2442
1382,param_338,2.8401
1383,param_338,4.7919
1384,param_338,3.9714
1385,param_338,2.4098
1386,param_338,3.4479
1387,param_338,4.5266
1388,param_338,1.7983
1389,param_338,3.5072
1390,param_338,4.246
1391,param_338,4.0716
1392,param_338,3.1125
1393,param_338,1.9967
1394,param_338,1.4647
1395,param_338,2.166
1396,param_338,4.9192
1397,param_338,36.0517
1398,param_338,2.7984
1399,param_338,1.5549
1400,param_338,2.6393
1401,param_338,3.3181
1402,param_338,3.4101
1403,param_338,2.8385
1404,param_338,3.936
1405,param_338,1.7936
1406,param_338,1.8116
1407,param_338,3.5812
1408,param_338,2.2922
1409,param_338,5.8474
1410,param_338,2.9063
1411,param_338,4.1016
1412,param_338,2.9585
1413,param_338,2.3435
1414,param_338,3.297
1415,param_338,3.623
1416,param_338,3.8884
1417,param_338,4.5451
1418,param_338,5.0106
1419,param_338,2.9635
1420,param_338,2.1557
1421,param_338,4.0747
1422,param_338,4.6421
1423,param_338,3.7351
1424,param_338,3.7486
1425,param_338,3.9137
1426,param_338,3.311
1427,param_338,8.1984
1428,param_338,3.0119
1429,param_338,2.1233
1430,param_338,4.8683
1431,param_338,3.2053
1432,param_338,2.6451
1433,param_338,3.9962
1434,param_338,3.3057
1435,param_338,6.694
1436,param_338,2.7977
1437,param_338,3.5485
1438,param_338,4.6101
1439,param_338,3.8626
1440,param_338,4.7673
1441,param_338,1.8371
1442,param_338,2.7099
1443,param_338,4.7009
1444,param_338,4.4532
1445,param_338,4.873
1446,param_338,2.558
1447,param_338,3.4555
1448,param_338,1.4068
1449,param_338,2.5905
1450,param_338,3.7126
1451,param_338,5.5302
1452,param_338,4.3165
1453,param_338,3.0622
1454,param_338,5.654
1455,param_338,4.3283
1456,param_338,3.6691
1457,param_338,3.4872
1458,param_338,196.688
1459,param_338,1.1679
1460,param_338,1.6847
1461,param_338,3.9299
1462,param_338,2.9029
1463,param_338,2.2325
1464,param_338,3.308
1465,param_338,2.0678
1466,param_338,3.4965
1467,param_338,2.5955
1468,param_338,3.9389
1469,param_338,4.6958
1470,param_338,3.4006
1471,param_338,4.643
1472,param_338,3.2609
1473,param_338,0.968
1474,param_338,1.717
1475,param_338,2.4357
1476,param_338,4.8589
1477,param_338,4.0712
1478,param_338,4.1574
1479,param_338,3.3228
1480,param_338,2.1996
1481,param_338,3.2483
1482,param_338,3.2588
1483,param_338,2.6396
1484,param_338,4.8758
1485,param_338,3.8725
1486,param_338,3.1147
1487,param_338,2.2076
1488,param_338,3.9833
1489,param_338,34.7409
1490,param_338,4.7136
1491,param_338,3.6721
1492,param_338,3.0668
1493,param_338,1.5591
1494,param_338,2.7538
1495,param_338,4.8414
1496,param_338,2.444
1497,param_338,3.6393
1498,param_338,3.4519
1499,param_338,3.1412
1500,param_338,4.0554
1501,param_338,3.373
1502,param_338,2.6907
1503,param_338,2.603
1504,param_338,2.4934
1505,param_338,1.9802
1506,param_338,4.7003
1507,param_338,4.3985
1508,param_338,3.5926
1509,param_338,3.284
1510,param_338,5.2582
1511,param_338,3.7784
1512,param_338,5.0788
1513,param_338,3.2279
1514,param_338,4.2702
1515,param_338,4.1705
1516,param_338,5.2272
1517,param_338,3.8933
1518,param_338,5.0486
1519,param_338,1.1829
1520,param_338,4.9127
1521,param_338,5.1257
1522,param_338,3.7292
1523,param_338,5.8156
1524,param_338,4.2589
1525,param_338,1.9396
1526,param_338,2.9107
1527,param_338,3.7634
1528,param_338,2.4389
1529,param_338,5.1645
1530,param_338,2.815
1531,param_338,3.2273
1532,param_338,2.9709
1533,param_338,3.8507
1534,param_338,0.9228
1535,param_338,4.7946
1536,param_338,4.6313
1537,param_338,2.9396
1538,param_338,4.5465
1448,param_341,2.2512
1449,param_341,3.083
1450,param_341,1.4522
1451,param_341,2.4057
1493,param_339,8.5455
1494,param_339,9.007
1495,param_339,6.9301
1496,param_339,10.518
1497,param_339,6.3143
1498,param_339,11.2169
1499,param_339,9.7291
1500,param_339,11.1581
1501,param_339,5.5556
1502,param_339,4.8512
1503,param_339,4.7928
1504,param_339,8.387
1505,param_339,9.579
1506,param_339,10.4614
1507,param_339,10.597
1508,param_339,6.3633
1509,param_339,11.0516
1510,param_339,11.3493
1511,param_339,5.8792
1512,param_339,6.1778
1513,param_339,5.8048
1514,param_339,6.9834
1515,param_339,6.3555
1516,param_339,6.5622
1517,param_339,5.72
1518,param_339,7.0597
1519,param_339,9.343
1520,param_339,10.4888
1521,param_339,7.4053
1522,param_339,10.2883
1523,param_339,6.9691
1524,param_339,6.2797
1525,param_339,8.2409
1526,param_339,10.2124
1527,param_339,6.628
1528,param_339,4.9975
1529,param_339,11.6036
1530,param_339,9.6557
1531,param_339,10.517
1532,param_339,9.2687
1533,param_339,9.1641
1534,param_339,6.898
1535,param_339,11.8409
1536,param_339,6.5714
1537,param_339,8.2969
1538,param_339,6.6488
1539,param_339,11.272
1540,param_339,5.3559
1541,param_339,6.1471
1542,param_339,7.4215
1543,param_339,7.2278
1544,param_339,7.9054
1545,param_339,9.853
1546,param_339,8.2275
1547,param_339,10.6853
1548,param_339,10.2144
1549,param_339,11.294
1550,param_339,5.5944
1551,param_339,5.1929
1552,param_339,11.9491
1553,param_339,7.1712
1554,param_339,9.8611
1555,param_339,5.4755
1556,param_339,9.7347
1557,param_339,10.5175
1558,param_339,8.378
1559,param_339,7.7951
1560,param_339,8.0994
1561,param_339,10.52
1562,param_339,5.0473
1563,param_339,9.8899
1564,param_339,9.0228
1565,param_339,5.0973
1566,param_339,7.8671
0,param_340,0.0867
1,param_340,0.1013
2,param_340,0.0353
3,param_340,0.0928
4,param_340,0.1301
5,param_340,0.1582
6,param_340,0.0899
7,param_340,0.1827
8,param_340,0.1204
9,param_340,0.229
10,param_340,0.0628
11,param_340,0.1467
12,param_340,0.0698
13,param_340,0.0209
14,param_340,0.0557
15,param_340,0.0472
16,param_340,0.055
17,param_340,0.0391
18,param_340,0.042
19,param_340,0.1037
20,param_340,0.061
21,param_340,0.043
22,param_340,0.0748
23,param_340,0.0972
24,param_340,0.0361
25,param_340,0.0359
26,param_340,0.0442
27,param_340,0.0704
28,param_340,0.0596
29,param_340,0.0501
30,param_340,0.0531
31,param_340,0.0311
32,param_340,0.0358
33,param_340,0.0345
34,param_340,0.0441
35,param_340,0.0319
36,param_340,0.0598
